ID,WT,FSA,Rural_FSA,Region,YOB,Age,Gender,Education,Children,Religion,Politics_Spectrum,Born_Current_City,Born_Current_Province,Born_Current_Country,Born_Parents,Income,Financial_Security,Financial_400,Employment,Occupation_Type,Home_Ownership,SV_01,SV_02,SV_03,SV_04,SV_05,SV_06,SV_07,SV_08,SV_09,SV_10,SV_11,SV_12,SV_13,SV_14,SV_15,SV_16,SV_17,SV_18,SV_19,SV_20,Conflict_1,Conflict_2,Conflict_3
404,0.8522171501051274,M1V,No,Ontario,1993,18-34,Female,Bachelors,No,Not important,Both conservative and liberal views,Yes,Yes,Yes,Don’t know,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off in full at the next statement,Unemployed,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Not like me at all,Like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Very much like me,A little like me,A little like me,Like me,Very much like me,Like me,Like me,Somewhat like me,Somewhat like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
405,3.3,K1J,No,Ontario,1995,18-34,Male,HS,Yes,Not important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,"$35,000 - $49,999",No,By selling something,Out of workforce,Sales and service occupations,Rented (even if no cash rent is paid)?,Somewhat like me,Not like me,Like me,Like me,A little like me,Not like me at all,A little like me,Not like me,Not like me,A little like me,Like me,Not like me,Like me,Somewhat like me,A little like me,A little like me,A little like me,Not like me,Not like me,Not like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
406,0.5664050828212148,R3T,No,Prairies,2000,18-34,Female,Bachelors,No,Very important,Both conservative and liberal views,No,NA,No,All parents born outside Canada,"0 - $34,999",NA,With the money currently in my checking/savings account or with cash,Out of workforce,Health occupations,Rented (even if no cash rent is paid)?,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,A little like me,Like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Somewhat like me,Very much like me,Like me,Very much like me,Very much like me,Very much like me,Not like me,Very much like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
407,3.3,M1E,No,Ontario,1991,18-34,Male,HS,No,Very important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,"0 - $34,999",No,I wouldn't be able to pay for the expense right now,Out of workforce,"Occupations in art, culture, recreation and sport",Rented (even if no cash rent is paid)?,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
408,3.3,M3C,No,Ontario,1988,18-34,Male,HS,No,Somewhat important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$50,000 - $69,999",Yes,Using money from a bank loan or line of credit,Full-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Not like me,Very much like me,Very much like me,A little like me,Like me,Like me,A little like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Like me,Like me,Very much like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
412,1.180667973959788,L3M,No,Ontario,1992,18-34,Male,Advanced,Yes,Very important,Both conservative and liberal views,No,Yes,Yes,All parents born in Canada,"$70,000 - $99,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Health occupations,Rented (even if no cash rent is paid)?,Somewhat like me,Like me,Like me,Like me,Somewhat like me,Not like me,Not like me,Somewhat like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Not like me,Somewhat like me,Not like me,Like me,A little like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
413,0.5664050828212148,T6T,No,Prairies,1994,18-34,Female,Bachelors,Yes,Very important,Both conservative and liberal views,Yes,Yes,Yes,All parents born outside Canada,"$50,000 - $69,999",NA,Prefer not to say,Out of workforce,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,A little like me,Like me,Like me,Somewhat like me,Not like me,Like me,A little like me,A little like me,Like me,Not like me,Not like me,Somewhat like me,Like me,A little like me,Like me,A little like me,A little like me,A little like me,A little like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
414,2.403078802184123,M2H,No,Ontario,1990,18-34,Male,College,Yes,Somewhat important,Progressive/liberal views,No,No,No,All parents born outside Canada,"$50,000 - $69,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Trades, transport and equipment operators and related occupations",Rented (even if no cash rent is paid)?,Very much like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me,Like me,Very much like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Like me,Very much like me,Very much like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
417,1.0856837095678487,M3C,No,Ontario,1991,18-34,Male,Bachelors,No,Somewhat important,Both conservative and liberal views,No,Yes,Yes,All parents born outside Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Like me,Very much like me,Like me,Very much like me,Like me,A little like me,Somewhat like me,Like me,A little like me,Like me,Very much like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Like me,Like me,Like me,Very much like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
418,0.8522171501051274,M1B,No,Ontario,1993,18-34,Female,Bachelors,No,Not important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$35,000 - $49,999",Yes,Prefer not to say,Unemployed,Health occupations,Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Not like me at all,Somewhat like me,Somewhat like me,A little like me,A little like me,Very much like me,Not like me,Not like me,Not like me,A little like me,A little like me,A little like me,Somewhat like me,Like me,A little like me,Very much like me,Not like me,Not like me at all,Not like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
420,2.1712927484037094,P7G,No,Ontario,1980,35-54,Female,HS,Yes,Somewhat important,Both conservative and liberal views,Yes,Yes,Yes,All parents born outside Canada,"$50,000 - $69,999",No,Using money from a bank loan or line of credit,Full-time,"Trades, transport and equipment operators and related occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Like me,Not like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Not like me,Not like me,Not like me,Like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
421,1.0856837095678487,M1W,No,Ontario,1987,18-34,Male,Bachelors,No,Not important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Management occupations,Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me at all,Not like me,Very much like me,Like me,Like me,Somewhat like me,Not like me,Not like me,Like me,Like me,Not like me,Somewhat like me,Like me,Like me,Somewhat like me,Like me,Not like me,Somewhat like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
422,0.6035366184845267,B2W,No,Atlantic,1989,18-34,Female,College,Yes,Not important,Progressive/liberal views,No,No,Yes,All parents born in Canada,"$70,000 - $99,999",No,Put it on my credit card and pay it off in full at the next statement,Out of workforce,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Not like me at all,Like me,Like me,Somewhat like me,A little like me,Like me,Somewhat like me,Not like me,Like me,Like me,A little like me,Somewhat like me,Like me,A little like me,Like me,Like me,Somewhat like me,Somewhat like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
425,2.6940840779715653,M5R,No,Ontario,1987,18-34,Male,Trades,Yes,Very important,Progressive/liberal views,No,No,No,One parent born in Canada and one parent born outside Canada,"$70,000 - $99,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Occupations in art, culture, recreation and sport",Rented (even if no cash rent is paid)?,Very much like me,Not like me,Somewhat like me,Like me,A little like me,Like me,Not like me,Like me,Like me,Very much like me,Not like me,Not like me,Somewhat like me,Not like me,A little like me,Very much like me,Very much like me,A little like me,Somewhat like me,Not like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
426,2.039662039447428,R5A,No,Prairies,1990,18-34,Female,HS,Yes,Not important,Both conservative and liberal views,No,Yes,Yes,All parents born in Canada,"$70,000 - $99,999",Yes,With the money currently in my checking/savings account or with cash,Part-time,Management occupations,Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Not like me,Like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,A little like me,Like me,Like me,Like me,A little like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs"
431,3.0665460678680736,N2L,No,Ontario,1993,18-34,Female,HS,No,Not important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,NA,No,I wouldn't be able to pay for the expense right now,Out of workforce,"Occupations in education, law and social, community and government services",Rented (even if no cash rent is paid)?,Not like me,Like me,Somewhat like me,A little like me,Like me,Not like me at all,Like me,Not like me at all,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,A little like me,A little like me,A little like me,Not like me at all,Not like me at all,Not like me at all,Like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs"
432,2.0716733523693045,V2G,No,BC,1988,18-34,Female,HS,Yes,Somewhat important,Conservative views,Yes,Yes,Yes,All parents born outside Canada,"$35,000 - $49,999",Yes,Using money from a bank loan or line of credit,Part-time,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,Like me,A little like me,Very much like me,Like me,Like me,Not like me,Somewhat like me,Somewhat like me,Not like me,A little like me,Very much like me,Very much like me,Somewhat like me,Like me,Very much like me,Like me,Like me,Not like me,Not like me at all,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
433,2.63851149620653,V3M,No,BC,1993,18-34,Male,HS,No,Not important,Progressive/liberal views,No,Yes,Yes,One parent born in Canada and one parent born outside Canada,"$50,000 - $69,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Health occupations,Rented (even if no cash rent is paid)?,Not like me at all,Not like me at all,Very much like me,Very much like me,Very much like me,Like me,Very much like me,A little like me,Not like me at all,Very much like me,Somewhat like me,Not like me,Very much like me,Very much like me,A little like me,Very much like me,Very much like me,Not like me,Not like me at all,Not like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
436,2.6940840779715653,M2J,No,Ontario,1992,18-34,Male,Trades,Yes,Not important,Both conservative and liberal views,Yes,Yes,Yes,All parents born outside Canada,"$50,000 - $69,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Trades, transport and equipment operators and related occupations",Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,Not like me at all,Like me,Very much like me,Very much like me,Not like me,Not like me,Somewhat like me,Not like me at all,Like me,Like me,Like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Like me,Not like me at all,Not like me at all,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
437,0.5664050828212148,R3J,No,Prairies,1986,18-34,Female,Bachelors,Yes,Very important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,"$100,000 - $149,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,Management occupations,Owned by you or a member of your household (even if it is still being paid for)?,Like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Not like me,Like me,Somewhat like me,Like me,Very much like me,Somewhat like me,Somewhat like me,Like me,Like me,Somewhat like me,A little like me,Somewhat like me,Like me,Somewhat like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
438,1.0856837095678487,L7P,No,Ontario,1988,18-34,Male,Bachelors,No,Somewhat important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,"$70,000 - $99,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Not like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,A little like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
439,0.7330825230102592,V3L,No,BC,1988,18-34,Male,Bachelors,No,NA,Both conservative and liberal views,No,No,No,All parents born outside Canada,"$50,000 - $69,999",NA,Put it on my credit card and pay it off in full at the next statement,Unemployed,"Business, finance and administration occupations",Rented (even if no cash rent is paid)?,A little like me,A little like me,Somewhat like me,A little like me,A little like me,Somewhat like me,A little like me,A little like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,A little like me,A little like me,A little like me,Somewhat like me,A little like me,Not like me,Somewhat like me,Not like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
440,2.0716733523693045,V4R,No,BC,1987,18-34,Female,HS,No,Not important,Both conservative and liberal views,Yes,Yes,Yes,One parent born in Canada and one parent born outside Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me at all,Somewhat like me,Very much like me,Somewhat like me,Not like me,Somewhat like me,A little like me,A little like me,Very much like me,Not like me,A little like me,Like me,Like me,Like me,A little like me,A little like me,A little like me,A little like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
442,1.8867849433572164,K7M,No,Ontario,1987,18-34,Female,College,No,Not important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$50,000 - $69,999",Yes,With the money currently in my checking/savings account or with cash,Part-time,Sales and service occupations,Rented (even if no cash rent is paid)?,Not like me,Not like me at all,Somewhat like me,Very much like me,Somewhat like me,Not like me,Like me,Not like me at all,Not like me,Like me,Not like me,Not like me,Like me,Like me,A little like me,A little like me,Like me,Not like me,Not like me,Like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
443,1.180667973959788,M4G,No,Ontario,1987,18-34,Male,Advanced,No,Not important,Conservative views,No,No,No,All parents born outside Canada,"$70,000 - $99,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Business, finance and administration occupations",Rented (even if no cash rent is paid)?,Somewhat like me,Not like me at all,Somewhat like me,Like me,Like me,A little like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Like me,Like me,Not like me,Like me,Somewhat like me,Somewhat like me,Like me,Very much like me,A little like me,Very much like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
444,2.039662039447428,R3R,No,Prairies,1987,18-34,Female,HS,Yes,Not important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$70,000 - $99,999",No,Prefer not to say,Out of workforce,"Occupations in education, law and social, community and government services",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Somewhat like me,Like me,Somewhat like me,A little like me,Very much like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me,Very much like me,Very much like me,Somewhat like me,Not like me,Somewhat like me,A little like me,Very much like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
446,0.9268095494213324,K7M,No,Ontario,1994,18-34,Female,Advanced,No,Not important,Progressive/liberal views,No,Yes,Yes,All parents born in Canada,"$50,000 - $69,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,Health occupations,Rented (even if no cash rent is paid)?,Somewhat like me,Not like me at all,Like me,Like me,Somewhat like me,Not like me,Somewhat like me,Like me,Somewhat like me,Very much like me,Like me,Not like me,Like me,Like me,Like me,Like me,Like me,Like me,Not like me,Like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
449,1.0856837095678487,L4G,No,Ontario,1991,18-34,Male,Bachelors,No,Very important,Conservative views,No,Yes,Yes,All parents born outside Canada,"$100,000 - $149,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
450,1.623327613604021,V0E,Yes,BC,1988,18-34,Male,College,No,Somewhat important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,"$35,000 - $49,999",No,Put it on my credit card and pay it off over time,Part-time,"Trades, transport and equipment operators and related occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,A little like me,A little like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
452,0.9268095494213324,N1T,No,Ontario,1987,18-34,Female,Advanced,Yes,Not important,Both conservative and liberal views,No,No,No,All parents born outside Canada,"$150,000 - $199,999",No,Put it on my credit card and pay it off in full at the next statement,Part-time,Occupations in manufacturing and utilities,Owned by you or a member of your household (even if it is still being paid for)?,Not like me,Not like me at all,Somewhat like me,Like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me,Not like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,Not like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
454,0.8522171501051274,N5A,No,Ontario,1990,18-34,Female,Bachelors,No,Not important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,NA,NA,Put it on my credit card and pay it off in full at the next statement,Out of workforce,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Not like me at all,Like me,Very much like me,Very much like me,Not like me,A little like me,Somewhat like me,A little like me,Somewhat like me,Like me,Not like me,Like me,Like me,A little like me,Like me,Somewhat like me,Somewhat like me,Not like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
455,0.9816746862791464,A0M,Yes,Atlantic,1990,18-34,Female,HS,No,Somewhat important,Progressive/liberal views,Yes,Yes,Yes,All parents born in Canada,NA,NA,With the money currently in my checking/savings account or with cash,Part-time,Sales and service occupations,Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,A little like me,Like me,Very much like me,Like me,Somewhat like me,Somewhat like me,A little like me,Not like me,Like me,A little like me,Like me,Somewhat like me,Very much like me,Somewhat like me,Like me,Very much like me,Not like me,Like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
456,1.0856837095678487,K1M,No,Ontario,1988,18-34,Male,Bachelors,No,Not important,Both conservative and liberal views,No,No,No,One parent born in Canada and one parent born outside Canada,"$35,000 - $49,999",Yes,Put it on my credit card and pay it off in full at the next statement,Unemployed,Health occupations,Rented (even if no cash rent is paid)?,A little like me,Not like me at all,Somewhat like me,Somewhat like me,Somewhat like me,Not like me at all,Like me,Not like me,Not like me at all,Very much like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,Very much like me,A little like me,Like me,Not like me,Not like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
461,0.7217371250073987,R3Y,No,Prairies,1990,18-34,Male,Bachelors,No,Not important,Progressive/liberal views,No,No,No,All parents born outside Canada,"$50,000 - $69,999",Yes,Put it on my credit card and pay it off in full at the next statement,Part-time,"Occupations in art, culture, recreation and sport",Rented (even if no cash rent is paid)?,A little like me,A little like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,A little like me,Not like me,Not like me,A little like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me,A little like me,Like me,Very much like me,A little like me,Not like me,A little like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
462,0.8522171501051274,M5V,No,Ontario,1998,18-34,Female,Bachelors,No,Somewhat important,Both conservative and liberal views,NA,Yes,Yes,Prefer not to say,"$70,000 - $99,999",NA,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,A little like me,Somewhat like me,A little like me,Somewhat like me,Very much like me,A little like me,Somewhat like me,Somewhat like me,A little like me,A little like me,Not like me,A little like me,A little like me,Somewhat like me,Somewhat like me,Not like me,Like me,Somewhat like me,Not like me,Not like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
463,0.5664050828212148,T1Y,No,Prairies,1992,18-34,Female,Bachelors,Yes,Very important,Progressive/liberal views,No,No,No,All parents born outside Canada,"0 - $34,999",No,Put it on my credit card and pay it off over time,Part-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,A little like me,Like me,Somewhat like me,A little like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common
467,0.8522171501051274,M2N,No,Ontario,1986,18-34,Female,Bachelors,No,Not important,Progressive/liberal views,No,No,No,All parents born outside Canada,"$50,000 - $69,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,Management occupations,Rented (even if no cash rent is paid)?,Somewhat like me,Not like me at all,Somewhat like me,Very much like me,Like me,Not like me at all,Somewhat like me,Not like me at all,A little like me,Very much like me,Very much like me,Somewhat like me,A little like me,A little like me,Not like me,Somewhat like me,Somewhat like me,Not like me at all,Not like me at all,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs"
471,0.6649906164128526,M6N,No,Ontario,1962,55+,Male,Bachelors,No,Not important,Both conservative and liberal views,Yes,Yes,Yes,All parents born outside Canada,NA,Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Like me,Not like me,A little like me,A little like me,A little like me,Not like me,Not like me,Somewhat like me,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Not like me,Somewhat like me,Not like me,Not like me at all,A little like me,A little like me,Not like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
472,0.5218412989567787,L1R,No,Ontario,1963,55+,Female,Bachelors,Yes,Not important,Progressive/liberal views,No,No,Yes,All parents born in Canada,"$70,000 - $99,999",Yes,Put it on my credit card and pay it off in full at the next statement,Full-time,"Business, finance and administration occupations",Owned by you or a member of your household (even if it is still being paid for)?,Not like me,Not like me,Very much like me,Like me,A little like me,Not like me,Somewhat like me,Somewhat like me,Not like me,Very much like me,Very much like me,Like me,A little like me,Like me,Somewhat like me,Not like me,Like me,Not like me,Not like me,Very much like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
473,1.472747447892238,N7L,No,Ontario,1963,55+,Male,College,Yes,Somewhat important,Both conservative and liberal views,Yes,Yes,Yes,All parents born in Canada,"$100,000 - $149,999",Yes,With the money currently in my checking/savings account or with cash,Full-time,"Trades, transport and equipment operators and related occupations",Owned by you or a member of your household (even if it is still being paid for)?,Very much like me,Like me,A little like me,Like me,Like me,Not like me,Not like me,A little like me,Very much like me,Very much like me,Very much like me,Like me,A little like me,Like me,A little like me,A little like me,A little like me,A little like me,Like me,Somewhat like me,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
474,0.6030417857045036,M6S,No,Ontario,1977,35-54,Female,Bachelors,Yes,Somewhat important,Both conservative and liberal views,No,No,No,Prefer not to say,"$50,000 - $69,999",Yes,With the money currently in my checking/savings account or with cash,Out of workforce,"Trades, transport and equipment operators and related occupations",Owned by you or a member of your household (even if it is still being paid for)?,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,A little like me,Not like me at all,Not like me,Not like me,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,A little like me,A little like me,A little like me,Not like me,Not like me,Somewhat like me,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs"
